"Sample_name"	"Comment"	"Flask_number"	"Replicate_number"	"Colony_count"	"Volume_plated_mL"	"Dilution_applied"	"CFU_mL"	"Time"	"Wire_treatment"	"Strain"	"DMSO_treatment"	"Technical_mean_CFU_mL"	"Technical_stdev_CFU_mL"	"Biological_mean_CFU_mL"	"Biological_stdev_CFU_mL"
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	1	59	0.1	1e+06	5.9e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	543333333.333333	56862407.0307733	6.3e+08	76712766.1139167
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	2	56	0.1	1e+06	5.6e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	543333333.333333	56862407.0307733	6.3e+08	76712766.1139167
"0-2.3-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	23	3	48	0.1	1e+06	4.8e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	543333333.333333	56862407.0307733	6.3e+08	76712766.1139167
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	1	72	0.1	1e+06	7.2e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	726666666.666667	40414518.8432738	6.3e+08	76712766.1139167
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	2	77	0.1	1e+06	7.7e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	726666666.666667	40414518.8432738	6.3e+08	76712766.1139167
"0-2.4-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	24	3	69	0.1	1e+06	6.9e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	726666666.666667	40414518.8432738	6.3e+08	76712766.1139167
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	1	77	0.1	1e+06	7.7e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	773333333.333333	35118845.8428425	845833333.333333	52993710.3186155
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	2	81	0.1	1e+06	8.1e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	773333333.333333	35118845.8428425	845833333.333333	52993710.3186155
"24-1.1-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	11	3	74	0.1	1e+06	7.4e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	773333333.333333	35118845.8428425	845833333.333333	52993710.3186155
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	1	92	0.1	1e+06	9.2e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	8.5e+08	7e+07	845833333.333333	52993710.3186155
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	2	85	0.1	1e+06	8.5e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	8.5e+08	7e+07	845833333.333333	52993710.3186155
"24-1.2-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	12	3	78	0.1	1e+06	7.8e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	8.5e+08	7e+07	845833333.333333	52993710.3186155
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	1	67	0.1	1e+06	6.7e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	843333333.333333	205264057.577875	845833333.333333	52993710.3186155
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	2	79	0.1	1e+06	7.9e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	843333333.333333	205264057.577875	845833333.333333	52993710.3186155
"24-1.3-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	13	3	107	0.1	1e+06	1.07e+09	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	843333333.333333	205264057.577875	845833333.333333	52993710.3186155
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	1	89	0.1	1e+06	8.9e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	916666666.666667	46188021.5351701	845833333.333333	52993710.3186155
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	2	97	0.1	1e+06	9.7e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	916666666.666667	46188021.5351701	845833333.333333	52993710.3186155
"24-1.4-DD"	"2025-09-03_24hr_Wire+10%inocDD_1_A-F"	14	3	89	0.1	1e+06	8.9e+08	24	"Wire included"	"∆phz∆hcn"	"No DMSO"	916666666.666667	46188021.5351701	845833333.333333	52993710.3186155
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	1	62	0.1	1e+07	6.2e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	5266666666.66667	808290376.865476	6.35e+09	827006284.099095
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	2	48	0.1	1e+07	4.8e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	5266666666.66667	808290376.865476	6.35e+09	827006284.099095
"24-2.1-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	21	3	48	0.1	1e+07	4.8e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	5266666666.66667	808290376.865476	6.35e+09	827006284.099095
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	1	60	0.1	1e+07	6e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6633333333.33333	776745346.515403	6.35e+09	827006284.099095
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	2	75	0.1	1e+07	7.5e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6633333333.33333	776745346.515403	6.35e+09	827006284.099095
"24-2.2-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	22	3	64	0.1	1e+07	6.4e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6633333333.33333	776745346.515403	6.35e+09	827006284.099095
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	1	55	0.1	1e+07	5.5e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6066666666.66667	493288286.231625	6.35e+09	827006284.099095
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	2	63	0.1	1e+07	6.3e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6066666666.66667	493288286.231625	6.35e+09	827006284.099095
"24-2.3-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	23	3	64	0.1	1e+07	6.4e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	6066666666.66667	493288286.231625	6.35e+09	827006284.099095
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	1	72	0.1	1e+07	7.2e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	7433333333.33333	873689494.80541	6.35e+09	827006284.099095
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	2	84	0.1	1e+07	8.4e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	7433333333.33333	873689494.80541	6.35e+09	827006284.099095
"24-2.4-DD"	"2025-09-03_24hr_NoWire+10%inocDD_2_A-F"	24	3	67	0.1	1e+07	6.7e+09	24	"No wire"	"∆phz∆hcn"	"No DMSO"	7433333333.33333	873689494.80541	6.35e+09	827006284.099095
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	1	369	0.1	1e+05	3.69e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	373333333.333333	26764404.2215278	455416666.666667	57238668.3240897
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	2	402	0.1	1e+05	4.02e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	373333333.333333	26764404.2215278	455416666.666667	57238668.3240897
"72-1.1-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	11	3	349	0.1	1e+05	3.49e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	373333333.333333	26764404.2215278	455416666.666667	57238668.3240897
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	1	455	0.1	1e+05	4.55e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	446666666.666667	8020806.27701064	455416666.666667	57238668.3240897
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	2	439	0.1	1e+05	4.39e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	446666666.666667	8020806.27701064	455416666.666667	57238668.3240897
"72-1.2-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	12	3	446	0.1	1e+05	4.46e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	446666666.666667	8020806.27701064	455416666.666667	57238668.3240897
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	1	520	0.1	1e+05	5.2e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	5.24e+08	3605551.27546399	455416666.666667	57238668.3240897
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	2	527	0.1	1e+05	5.27e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	5.24e+08	3605551.27546399	455416666.666667	57238668.3240897
"72-1.3-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	13	3	525	0.1	1e+05	5.25e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	5.24e+08	3605551.27546399	455416666.666667	57238668.3240897
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	1	468	0.1	1e+05	4.68e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	477666666.666667	15885003.4099251	455416666.666667	57238668.3240897
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	2	469	0.1	1e+05	4.69e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	477666666.666667	15885003.4099251	455416666.666667	57238668.3240897
"72-1.4-DD"	"2025-09-05_72hr_Wire+10%inocDD_1_A-F"	14	3	496	0.1	1e+05	4.96e+08	72	"Wire included"	"∆phz∆hcn"	"No DMSO"	477666666.666667	15885003.4099251	455416666.666667	57238668.3240897
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	1	84	0.1	1e+07	8.4e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	8833333333.33333	1209683154.10827	7391666666.66667	900967493.443812
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	2	102	0.1	1e+07	1.02e+10	72	"No wire"	"∆phz∆hcn"	"No DMSO"	8833333333.33333	1209683154.10827	7391666666.66667	900967493.443812
"72-2.1-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	21	3	79	0.1	1e+07	7.9e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	8833333333.33333	1209683154.10827	7391666666.66667	900967493.443812
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	1	72	0.1	1e+07	7.2e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6966666666.66667	493288286.231625	7391666666.66667	900967493.443812
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	2	64	0.1	1e+07	6.4e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6966666666.66667	493288286.231625	7391666666.66667	900967493.443812
"72-2.2-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	22	3	73	0.1	1e+07	7.3e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6966666666.66667	493288286.231625	7391666666.66667	900967493.443812
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	1	63	0.1	1e+07	6.3e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6566666666.66667	305505046.330389	7391666666.66667	900967493.443812
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	2	65	0.1	1e+07	6.5e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6566666666.66667	305505046.330389	7391666666.66667	900967493.443812
"72-2.3-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	23	3	69	0.1	1e+07	6.9e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	6566666666.66667	305505046.330389	7391666666.66667	900967493.443812
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	1	75	0.1	1e+07	7.5e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	7.2e+09	608276253.029822	7391666666.66667	900967493.443812
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	2	76	0.1	1e+07	7.6e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	7.2e+09	608276253.029822	7391666666.66667	900967493.443812
"72-2.4-DD"	"2025-09-05_72hr_NoWire+10%inocDD_2_A-F"	24	3	65	0.1	1e+07	6.5e+09	72	"No wire"	"∆phz∆hcn"	"No DMSO"	7.2e+09	608276253.029822	7391666666.66667	900967493.443812
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	1	228	0.1	10000	22800000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	15700000	6207253.8211354	15500000	14167397.4856059
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	2	130	0.1	10000	1.3e+07	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	15700000	6207253.8211354	15500000	14167397.4856059
"168-1.1-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	11	3	113	0.1	10000	11300000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	15700000	6207253.8211354	15500000	14167397.4856059
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	1	27	0.1	10000	2700000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	3633333.33333333	1365039.68196288	15500000	14167397.4856059
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	2	52	0.1	10000	5200000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	3633333.33333333	1365039.68196288	15500000	14167397.4856059
"168-1.2-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	12	3	30	0.1	10000	3e+06	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	3633333.33333333	1365039.68196288	15500000	14167397.4856059
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	1	43	0.1	10000	4300000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	5100000	984885.78017961	15500000	14167397.4856059
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	2	62	0.1	10000	6200000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	5100000	984885.78017961	15500000	14167397.4856059
"168-1.3-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	13	3	48	0.1	10000	4800000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	5100000	984885.78017961	15500000	14167397.4856059
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	1	369	0.1	10000	36900000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	37566666.6666667	1331665.62369588	15500000	14167397.4856059
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	2	367	0.1	10000	36700000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	37566666.6666667	1331665.62369588	15500000	14167397.4856059
"168-1.4-DD"	"2025-09-09_168hr_Wire+10%inocDD_1_A-F"	14	3	391	0.1	10000	39100000	168	"Wire included"	"∆phz∆hcn"	"No DMSO"	37566666.6666667	1331665.62369588	15500000	14167397.4856059
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	1	87	0.1	1e+07	8.7e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	9133333333.33333	750555349.946514	9558333333.33333	1169660660.45074
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	2	100	0.1	1e+07	1e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	9133333333.33333	750555349.946514	9558333333.33333	1169660660.45074
"168-2.1-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	21	3	87	0.1	1e+07	8.7e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	9133333333.33333	750555349.946514	9558333333.33333	1169660660.45074
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	1	106	0.1	1e+07	1.06e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	1.08e+10	721110255.092798	9558333333.33333	1169660660.45074
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	2	116	0.1	1e+07	1.16e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	1.08e+10	721110255.092798	9558333333.33333	1169660660.45074
"168-2.2-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	22	3	102	0.1	1e+07	1.02e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	1.08e+10	721110255.092798	9558333333.33333	1169660660.45074
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	1	81	0.1	1e+07	8.1e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	7933333333.33333	152752523.165195	9558333333.33333	1169660660.45074
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	2	79	0.1	1e+07	7.9e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	7933333333.33333	152752523.165195	9558333333.33333	1169660660.45074
"168-2.3-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	23	3	78	0.1	1e+07	7.8e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	7933333333.33333	152752523.165195	9558333333.33333	1169660660.45074
"168-2.4-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	24	1	98	0.1	1e+07	9.8e+09	168	"No wire"	"∆phz∆hcn"	"No DMSO"	10366666666.6667	513160143.944688	9558333333.33333	1169660660.45074
"168-2.4-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	24	2	105	0.1	1e+07	1.05e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	10366666666.6667	513160143.944688	9558333333.33333	1169660660.45074
"168-2.4-DD"	"2025-09-09_168hr_NoWire+10%inocDD_2_A-F"	24	3	108	0.1	1e+07	1.08e+10	168	"No wire"	"∆phz∆hcn"	"No DMSO"	10366666666.6667	513160143.944688	9558333333.33333	1169660660.45074
