"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"Gene_name"	"Corrosion_genes_id"	"Corrosion_genes_hit"	"Corrosion_genes_RBH"	"Corrosion_genes_identity"	"Corrosion_genes_bitScore"	"Corrosion_genes_eVal"	"heme_regulatory_motif_count"
"Shewanella_oneidensis_MR1"	"AE014299.2"	1641	1861693	1863900	-1	"B"	""	""	"Q8EG33_SHEON"	"UniRef90_Q8EG33 Extracelllular iron oxide respiratory system surface decaheme cytochrome c component OmcA n=4 Tax=Shewanella TaxID=22 RepID=Q8EG33_SHEON"	"Shewanella"	TRUE	0.996	1549	0	"omcA"	"Q8EG33|Q8EG33_SHEON"	"Q8EG33|Q8EG33_SHEON Extracelllular iron oxide respiratory system surface decaheme cytochrome c component OmcA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=omcA PE=1 SV=1"	TRUE	0.996	1549	0	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1642	1864147	1866066	-1	"B"	""	""	"Q8EG32_SHEON"	"UniRef90_Q8EG32 Extracellular respiratory system surface decaheme cytochrome c component MtrF n=3 Tax=Shewanella TaxID=22 RepID=Q8EG32_SHEON"	"Shewanella"	TRUE	0.978	1320	0	"mtrF"	"Q8EG32|Q8EG32_SHEON"	"Q8EG32|Q8EG32_SHEON Extracellular respiratory system surface decaheme cytochrome c component MtrF OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrF PE=1 SV=1"	TRUE	0.978	1320	0	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1643	1866102	1868240	-1	"B"	""	""	"Q8EG31_SHEON"	"UniRef90_Q8EG31 Extracellular respiratory sytem outer membrane component MtrE n=2 Tax=Shewanella TaxID=22 RepID=Q8EG31_SHEON"	"Shewanella"	TRUE	0.977	1469	0	"mtrB"	"Q8CVD4|Q8CVD4_SHEON"	"Q8CVD4|Q8CVD4_SHEON Extracellular iron oxide respiratory system outer membrane component MtrB OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrB PE=1 SV=1"	FALSE	0.38	448	4.47e-138	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	1644	1868254	1869213	-1	"B"	""	""	"A0A3S4PAJ6_9GAMM"	"UniRef90_A0A3S4PAJ6 Cytochrome c-type protein NrfB n=102 Tax=Shewanellaceae TaxID=267890 RepID=A0A3S4PAJ6_9GAMM"	"Shewanellaceae"	TRUE	0.96	646	4.429e-207	"mtrD"	"Q8EG30|Q8EG30_SHEON"	"Q8EG30|Q8EG30_SHEON Extracellular respiratory system periplasmic decaheme cytochrome c component MtrD OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrD PE=4 SV=2"	TRUE	1	691	7.571e-229	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1937	2195166	2196869	-1	"B"	"K05922"	"quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]"	"A0A379ZI18_9GAMM"	"UniRef90_A0A379ZI18 Uptake hydrogenase large subunit n=83 Tax=Shewanellaceae TaxID=267890 RepID=A0A379ZI18_9GAMM"	"Shewanellaceae"	TRUE	0.952	1135	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	TRUE	0.977	1170	0	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	2013	2289449	2290450	-1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"Q8EF24_SHEON"	"UniRef90_Q8EF24 Diheme cytochrome c5 peroxidase CcpA n=68 Tax=Shewanellaceae TaxID=267890 RepID=Q8EF24_SHEON"	"Shewanellaceae"	TRUE	0.969	681	5.624e-219	"macA"	"Q74FY6|Q74FY6_GEOSL"	"Q74FY6|Q74FY6_GEOSL Cytochrome c peroxidase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=macA PE=1 SV=1"	FALSE	0.539	303	2.473e-94	2
"Shewanella_oneidensis_MR1"	"AE014299.2"	2521	2843973	2844323	-1	"C"	""	""	"Q0HU30_SHESR"	"UniRef90_Q0HU30 Cytochrome c3 n=42 Tax=Shewanellaceae TaxID=267890 RepID=Q0HU30_SHESR"	"Shewanellaceae"	FALSE	0.943	232	2.003e-67	"cctA"	"Q8EDL6|Q8EDL6_SHEON"	"Q8EDL6|Q8EDL6_SHEON Periplasmic tetraheme cytochrome c CctA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=cctA PE=1 SV=1"	FALSE	0.985	243	7.78e-78	4
"Shewanella_oneidensis_MR1"	"AE014299.2"	3189	3573159	3574232	-1	"B"	"K03553"	"recombination protein RecA"	"RECA_SHEDO"	"UniRef90_Q12PY2 Protein RecA n=115 Tax=Shewanellaceae TaxID=267890 RepID=RECA_SHEDO"	"Shewanellaceae"	TRUE	0.876	651	5.921e-208	"recA"	"Q8EBS0|RECA_SHEON"	"Q8EBS0|RECA_SHEON Protein RecA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=recA PE=3 SV=1"	TRUE	0.934	701	1.244e-231	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	3635	4067816	4069048	1	"B"	"K00533"	"ferredoxin hydrogenase large subunit [EC:1.12.7.2]"	"Q8EAI2_SHEON"	"UniRef90_Q8EAI2 Periplasmic [Fe-Fe] hydrogenase large subunit HydA n=26 Tax=Shewanellaceae TaxID=267890 RepID=Q8EAI2_SHEON"	"Shewanellaceae"	TRUE	0.978	848	5.05e-275	"hydA"	"Q8EAI2|Q8EAI2_SHEON"	"Q8EAI2|Q8EAI2_SHEON Periplasmic [Fe-Fe] hydrogenase large subunit HydA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hydA PE=4 SV=1"	TRUE	0.978	848	1.84e-281	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	3827	4301159	4302544	1	"B"	""	""	"Q8E9W8_SHEON"	"UniRef90_Q8E9W8 Octaheme tetrathionate reductase Otr n=60 Tax=Shewanellaceae TaxID=267890 RepID=Q8E9W8_SHEON"	"Shewanellaceae"	TRUE	1	1014	0	"MA_0658"	"Q8TSY5|Q8TSY5_METAC"	"Q8TSY5|Q8TSY5_METAC Methanogenesis multiheme c-type cytochrome OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_0658 PE=4 SV=1"	FALSE	0.189	68	1.304e-14	8
"Shewanella_oneidensis_MR1"	"AE014299.2"	4035	4553632	4555602	-1	"B"	""	""	"Q8E9C5_SHEON"	"UniRef90_Q8E9C5 Outer membrane protein MtrB family n=3 Tax=Shewanella TaxID=22 RepID=Q8E9C5_SHEON"	"Shewanella"	TRUE	0.963	1331	0	"mtrB"	"Q8CVD4|Q8CVD4_SHEON"	"Q8CVD4|Q8CVD4_SHEON Extracellular iron oxide respiratory system outer membrane component MtrB OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrB PE=1 SV=1"	FALSE	0.229	196	4.541e-54	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	4036	4555614	4556528	-1	"B"	""	""	"Q8E9C4_SHEON"	"UniRef90_Q8E9C4 Periplasmic decaheme cytochrome c MtrA family n=4 Tax=Shewanella TaxID=22 RepID=Q8E9C4_SHEON"	"Shewanella"	TRUE	1	657	3.211e-211	"SO_4360"	"Q8E9C4|Q8E9C4_SHEON"	"Q8E9C4|Q8E9C4_SHEON Periplasmic decaheme cytochrome c MtrA family OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=SO_4360 PE=4 SV=1"	TRUE	1	657	1.177e-217	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	4222	4764729	4765073	-1	"C"	""	""	"Q8EH05_SHEON"	"UniRef90_Q8EH05 Periplasmic decaheme cytochrome c DmsE n=22 Tax=Shewanellaceae TaxID=267890 RepID=Q8EH05_SHEON"	"Shewanellaceae"	FALSE	0.963	132	9.718e-33	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.963	132	3.599e-39	1
